,Trial,BPM,GestureSize,TimeDiffRegionOneToPlane,TimeDiffRegionTwoToPlane,TimeEndRegionOne,TimeEndRegionTwo,TimeStartRegionOne,TimeStartRegionTwo,TimeDifferenceBetweenCollisions
274,37.0,80.0,L,0.31,0.08999999999999997,0.44,0.66,0.2,0.46,93.75
275,38.0,80.0,L,0.31000000000000005,0.10999999999999999,0.48,0.68,0.22,0.54,93.75
276,39.0,80.0,L,0.29,0.08999999999999997,0.44,0.64,0.18,0.48,96.7741935483871
277,40.0,80.0,L,0.22999999999999993,0.10999999999999999,0.46,0.58,0.16,0.48,93.75000000000001
278,1.0,100.0,L,0.26999999999999996,0.08999999999999997,0.42,0.6,0.16,0.46,100.0
279,2.0,100.0,L,0.33,0.10999999999999999,0.46,0.68,0.2,0.52,88.23529411764706
280,3.0,100.0,L,0.33,0.10999999999999999,0.46,0.68,0.2,0.48,90.9090909090909
281,4.0,100.0,L,0.29000000000000004,0.10999999999999999,0.58,0.76,0.22,0.6,81.08108108108108
282,5.0,100.0,L,0.31000000000000005,0.10999999999999999,0.48,0.68,0.18,0.52,90.9090909090909
283,6.0,100.0,L,0.35,0.10999999999999999,0.48,0.72,0.22,0.5,88.23529411764707
284,7.0,100.0,L,0.33,0.10999999999999999,0.44,0.66,0.16,0.46,85.71428571428572
285,8.0,100.0,L,0.29,0.08999999999999997,0.46,0.66,0.2,0.48,96.7741935483871
286,9.0,100.0,L,0.30999999999999994,0.10999999999999999,0.4,0.6,0.14,0.44,93.75000000000001
287,10.0,100.0,L,0.32999999999999996,0.10999999999999999,0.36,0.58,0.14,0.38,90.90909090909092
288,11.0,100.0,L,0.31000000000000005,0.1100000000000001,0.5,0.7,0.22,0.52,93.75
289,12.0,100.0,L,0.23000000000000004,0.09000000000000008,0.44,0.58,0.14,0.46,99.99999999999999
290,13.0,100.0,L,0.22999999999999998,0.08999999999999997,0.52,0.66,0.22,0.54,96.7741935483871
291,14.0,100.0,L,0.35000000000000003,0.1100000000000001,0.46,0.7,0.2,0.48,88.23529411764706
292,15.0,100.0,L,0.24999999999999994,0.06999999999999995,0.44,0.62,0.18,0.46,100.0
293,16.0,100.0,L,0.31,0.08999999999999997,0.44,0.66,0.2,0.46,93.75
294,17.0,100.0,L,0.27,0.09000000000000008,0.52,0.7,0.22,0.56,90.9090909090909
295,18.0,100.0,L,0.32999999999999996,0.10999999999999999,0.4,0.62,0.14,0.46,93.75
296,19.0,100.0,L,0.25,0.08999999999999997,0.48,0.64,0.14,0.5,90.90909090909092
297,20.0,100.0,L,0.25,0.08999999999999997,0.48,0.64,0.18,0.5,96.7741935483871
298,21.0,100.0,L,0.25,0.10999999999999999,0.48,0.62,0.14,0.5,90.90909090909092
299,22.0,100.0,L,0.25,0.10999999999999999,0.48,0.62,0.18,0.5,90.90909090909092
300,23.0,100.0,L,0.25,0.10999999999999999,0.48,0.62,0.2,0.5,96.7741935483871
301,24.0,100.0,L,0.26999999999999996,0.10999999999999999,0.44,0.6,0.14,0.48,93.75000000000001
302,25.0,100.0,L,0.30999999999999994,0.10999999999999999,0.4,0.6,0.14,0.44,93.75000000000001
303,26.0,100.0,L,0.30999999999999994,0.10999999999999999,0.4,0.6,0.16,0.42,96.7741935483871
304,27.0,100.0,L,0.24999999999999994,0.1299999999999999,0.44,0.56,0.16,0.46,96.77419354838712
305,28.0,100.0,L,0.25,0.10999999999999999,0.38,0.52,0.12,0.4,100.0
306,29.0,100.0,L,0.25,0.10999999999999999,0.54,0.68,0.24,0.56,93.75
307,30.0,100.0,L,0.22999999999999998,0.08999999999999997,0.48,0.62,0.22,0.5,107.14285714285715
308,31.0,100.0,L,0.22999999999999993,0.10999999999999999,0.46,0.58,0.2,0.48,107.14285714285715
309,32.0,100.0,L,0.27,0.07000000000000006,0.38,0.58,0.18,0.4,107.14285714285714
310,33.0,100.0,L,0.27,0.10999999999999999,0.4,0.56,0.12,0.42,99.99999999999999
311,34.0,100.0,L,0.22999999999999998,0.13,0.5,0.6,0.14,0.52,90.90909090909092
312,35.0,100.0,L,0.26999999999999996,0.13,0.44,0.58,0.18,0.46,100.0
313,36.0,100.0,L,0.31,0.10999999999999999,0.46,0.66,0.2,0.52,90.9090909090909
314,37.0,100.0,L,0.25,0.13,0.48,0.6,0.18,0.5,96.7741935483871
315,38.0,100.0,L,0.27,0.10999999999999999,0.4,0.56,0.14,0.42,96.7741935483871
316,39.0,100.0,L,0.32999999999999996,0.10999999999999999,0.36,0.58,0.1,0.38,90.90909090909092
317,40.0,100.0,L,0.31,0.10999999999999999,0.44,0.64,0.18,0.48,90.9090909090909
318,1.0,120.0,L,0.20999999999999996,0.08999999999999997,0.38,0.5,0.1,0.4,107.14285714285715
319,2.0,120.0,L,0.22999999999999998,0.08999999999999997,0.38,0.52,0.12,0.4,111.1111111111111
320,3.0,120.0,L,0.27,0.08999999999999997,0.36,0.54,0.12,0.38,107.14285714285714
321,4.0,120.0,L,0.30999999999999994,0.10999999999999999,0.38,0.58,0.14,0.42,103.44827586206897
322,5.0,120.0,L,0.25,0.07000000000000006,0.4,0.58,0.14,0.42,103.44827586206895
323,6.0,120.0,L,0.23000000000000004,0.09000000000000008,0.44,0.58,0.16,0.46,107.14285714285714
324,7.0,120.0,L,0.2700000000000001,0.07000000000000006,0.3,0.5,0.06,0.36,111.1111111111111
325,8.0,120.0,L,0.22999999999999993,0.08999999999999997,0.46,0.6,0.18,0.48,103.44827586206897
326,9.0,120.0,L,0.18999999999999995,0.06999999999999995,0.4,0.52,0.16,0.42,115.38461538461539
327,10.0,120.0,L,0.22999999999999998,0.08999999999999997,0.36,0.5,0.1,0.38,111.11111111111113
328,11.0,120.0,L,0.25,0.08999999999999997,0.38,0.54,0.12,0.4,107.14285714285714
329,12.0,120.0,L,0.20999999999999996,0.08999999999999997,0.48,0.6,0.2,0.5,107.14285714285715
330,13.0,120.0,L,0.21000000000000002,0.09000000000000008,0.46,0.58,0.18,0.48,107.14285714285714
331,14.0,120.0,L,0.27,0.07000000000000006,0.38,0.58,0.18,0.4,111.1111111111111
332,15.0,120.0,L,0.22999999999999998,0.08999999999999997,0.4,0.54,0.12,0.42,107.14285714285714
333,16.0,120.0,L,0.22999999999999998,0.08999999999999997,0.36,0.5,0.12,0.38,107.14285714285715
334,17.0,120.0,L,0.17000000000000004,0.07000000000000006,0.38,0.48,0.12,0.4,120.0
335,18.0,120.0,L,0.20999999999999996,0.08999999999999997,0.38,0.5,0.14,0.4,115.38461538461539
336,19.0,120.0,L,0.22999999999999998,0.08999999999999997,0.36,0.5,0.16,0.4,115.38461538461539
337,20.0,120.0,L,0.22999999999999998,0.10999999999999999,0.38,0.5,0.1,0.4,107.14285714285715
338,21.0,120.0,L,0.21000000000000002,0.06999999999999995,0.42,0.56,0.16,0.44,111.1111111111111
339,22.0,120.0,L,0.22999999999999998,0.08999999999999997,0.4,0.54,0.12,0.42,103.44827586206897
340,23.0,120.0,L,0.22999999999999998,0.08999999999999997,0.36,0.5,0.12,0.38,107.14285714285715
341,24.0,120.0,L,0.24999999999999994,0.08999999999999997,0.34,0.5,0.14,0.38,103.44827586206897
342,25.0,120.0,L,0.21000000000000008,0.09000000000000008,0.36,0.48,0.12,0.38,115.38461538461539
343,26.0,120.0,L,0.20999999999999996,0.08999999999999997,0.38,0.5,0.12,0.4,115.38461538461539
344,27.0,120.0,L,0.20999999999999996,0.08999999999999997,0.38,0.5,0.14,0.4,111.11111111111113
345,28.0,120.0,L,0.27,0.09000000000000002,0.26,0.44,0.08,0.28,120.0
346,29.0,120.0,L,0.18999999999999995,0.06999999999999995,0.4,0.52,0.14,0.42,120.0
347,30.0,120.0,L,0.19,0.09000000000000002,0.34,0.44,0.14,0.36,120.0
348,31.0,120.0,L,0.21000000000000002,0.09000000000000002,0.3,0.42,0.12,0.34,125.0
349,32.0,120.0,L,0.17000000000000004,0.07000000000000006,0.38,0.48,0.12,0.4,120.0
350,33.0,120.0,L,0.23000000000000004,0.09000000000000002,0.3,0.44,0.12,0.32,120.0
351,34.0,120.0,L,0.25000000000000006,0.07000000000000006,0.3,0.48,0.12,0.32,115.38461538461539
352,35.0,120.0,L,0.25000000000000006,0.09000000000000002,0.3,0.46,0.12,0.32,115.38461538461539
353,36.0,120.0,L,0.20999999999999996,0.08999999999999997,0.4,0.52,0.12,0.42,111.1111111111111
354,37.0,120.0,L,0.2700000000000001,0.09000000000000008,0.3,0.48,0.12,0.32,115.38461538461539
355,38.0,120.0,L,0.16999999999999998,0.06999999999999995,0.3,0.4,0.04,0.32,130.43478260869566
356,39.0,120.0,L,0.23000000000000004,0.09000000000000002,0.3,0.44,0.12,0.32,120.0
357,40.0,120.0,L,0.21000000000000002,0.07,0.32,0.46,0.08,0.36,120.0
